"spec","env","r","p","rd","pd"
"UBE2L6","Macrophages_M1_CIBERSORT",0.172122694367537,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Dendritic_cells_activated_CIBERSORT",0.182729804862364,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Correlation_CIBERSORT",0.140978661568444,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","RMSE_CIBERSORT",0.131559529000386,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","B_lineage_MCPcounter",0.0845229407800959,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Monocytic_lineage_MCPcounter",0.109518728981448,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","aDC",0.131025928829386,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Basophils",0.0757396573476157,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","CD8+ naive T-cells",0.191380486274662,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","CMP",0.0888687750504157,0.0297029702970297,"< 0.2","0.01 - 0.05"
"UBE2L6","HSC",0.0419416878726963,0.0495049504950495,"< 0.2","0.01 - 0.05"
"UBE2L6","Macrophages",0.0949820444400988,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Macrophages M1",0.119998990345622,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Melanocytes",0.0593211495879771,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","mv Endothelial cells",0.0630876409159089,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","Neutrophils",0.0861121677607131,0.0198019801980198,"< 0.2","0.01 - 0.05"
"UBE2L6","NKT",0.0481438538173925,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","Osteoblast",0.0665406470991893,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Plasma cells",0.0956774021557743,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","Th1 cells",0.102406749004726,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","ImmuneScore_estimate",0.0931888407350659,0.0297029702970297,"< 0.2","0.01 - 0.05"
"UBE2L6","ESTIMATEScore_estimate",0.0794044906638834,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","TumorPurity_estimate",0.120995806301346,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","B_cell_TIMER",0.106423593693372,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","B_cells_quantiseq",0.0670181783703556,0.0396039603960396,"< 0.2","0.01 - 0.05"
"UBE2L6","MHC_IPS",0.101293965031019,0.0297029702970297,"< 0.2","0.01 - 0.05"
"UBE2L6","CP_IPS",0.0863425586714916,0.0198019801980198,"< 0.2","0.01 - 0.05"
"UBE2L6","AZ_IPS",0.138554348033182,0.0099009900990099,"< 0.2","< 0.01"
"UBE2L6","IPS_IPS",0.153870600386052,0.0099009900990099,"< 0.2","< 0.01"
